
Fri Oct 02 2015 22:17:51 GMT-0400 (EDT)

Operating System
  Name                        = Mac OS X
[DEBUG]  Detected iphone module: ti.map 2.2.0 @ /Users/school/Library/Application Support/Titanium/modules/iphone/ti.map/2.2.0
[DEBUG]  Detected iphone module: ti.map 2.3.1 @ /Users/school/Library/Application Support/Titanium/modules/iphone/ti.map/2.3.1
[DEBUG]  Detected iphone module: ti.map 2.4.1 @ /Users/school/Library/Application Support/Titanium/modules/iphone/ti.map/2.4.1
[DEBUG]  Detected iphone module: ti.touchid 1.1.0 @ /Users/school/Library/Application Support/Titanium/modules/iphone/ti.touchid/1.1.0
[DEBUG]  Detected iphone module: ti.touchid 1.2.0 @ /Users/school/Library/Application Support/Titanium/modules/iphone/ti.touchid/1.2.0
[DEBUG]  Looking for Titanium module id=ti.cloud version=latest platform=commonjs deploy-type=test
[INFO]   Found Titanium module id=ti.cloud version=3.2.9 platform=commonjs deploy-type=test path=/Users/school/Library/Application Support/Titanium/modules/commonjs/ti.cloud/3.2.9
[DEBUG]  No project level plugins to load
[DEBUG]  Titanium SDK Android directory: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android
[INFO]   Deploy type: test
[INFO]   Building for target: device
[INFO]   Building for device: 0413714800313000f39e
[INFO]   Targeting Android SDK: 22
[INFO]   Building for the following architectures: armeabi, armeabi-v7a, x86
[INFO]   Signing with keystore: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/dev_keystore (tidev)
[DEBUG]  App ID: com.avf.daroshka01
[DEBUG]  Classname: Avf_daroshka_01
[INFO]   Debugging disabled
[INFO]   Profiler disabled
[INFO]   Forcing rebuild: JavaScript files need to be re-encrypted
[TRACE]  offline build file /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/build-bf9a2433c60ae1e18e5404d808de5ffe666c7163.json
[TRACE]  online 1
[TRACE]  sending request {"json":{"username":"yuliyad@fullsail.edu","session":"a215c8aeb028b8a10e263c59b5968abd3f47b9de yhTXZmRseNlA9yNnefORA5cRkIcq9M/WFlbLH61utz1lYC+JSDVPAgFgc9i89jXNuVtVUiU8QBdN2naRSLT+XgQaDTRHVexdVrk3hR7638kHuMZpr+08uJW9EVx29sYNajPukiBDay1I/09z6eM7w8s85kobjK1m92xu+MaybIszP9UQOyMDDLo/9KKiFpoOCBOlZwdVQJLH6iPJRSuxKEegp76uqhZuxFV0kvemTT1JjT1HnyXHEwigQpj3KmB8nntIgx/STETUq+/TLnJ4CvwZBcN30/cf0gU/apY1YRelmj5QzwbWe+BJOqTG1Oz0IQwur74Qu0LmG07+rh19Jg/YiZ15J9YwP78Q2/1BBg4tnpxD3cODzlTTjKbZ8REsj4xbiqPZuLIzKTEyMIBnDjNKVwS1Gf/4UD6UyqVmPk1r/2zyEFm1H+jd+bqxYqC4TW4Pc+pCq1bpcpfSR9+r6OtHIS3es4pwMkUvmBvYLWrozSgSqSsl3Eyvyj6TIdSVy9I0pRpL0k8mL4Lkuc+zadChsDNDjrGEyjhTz563beCNlo5/iYetGdoJQNMtCAwYlZCxryvd2235ILmbqjf2Ekiu8VDK9AUmVIMKhbygr8W+ZQcsxxX0twRULv6TgVGZFFqWum/1caYGhlbN7JGSDJWOe3dMMMSn4uMXMo0QYss6XWIHGBpgEhWlGyDwfkS6UMz8cVSVrbH4bkci8mGg5tbee4G9Q1ng/ZS1esRUszcjI2uG1kkyYgf0Pfpx93Lde7Dcpn/kKyTfTVZu3ij/Xa2zmJGgCT3YIzs0lFXUVVY=","ipaddress":"192.168.1.19","fingerprint":"0cda96d61ef9f0c2cad42345eb0d48d7bca49dfe","fingerprint_description":"Mac OSX Serial Number: C02LNF7KFD57","guid":"d91e14af-be48-440d-9333-cc1cff4f7414","appid":"com.avf.daroshka01","name":"AVF_Daroshka_01","org_id":100048595,"deploytype":"test","tiappxml":"<?xml version=\"1.0\" encoding=\"UTF-8\"?>\n<ti:app \n  xmlns:ti=\"http://ti.appcelerator.org\">\n  <id>com.avf.daroshka01</id>\n  <name>AVF_Daroshka_01</name>\n  <version>1.0</version>\n  <publisher>school</publisher>\n  <url>http://</url>\n  <description>undefined</description>\n  <copyright>2015 by school</copyright>\n  <icon>appicon.png</icon>\n  <fullscreen>false</fullscreen>\n  <navbar-hidden>false</navbar-hidden>\n  <analytics>true</analytics>\n  <guid>d91e14af-be48-440d-9333-cc1cff4f7414</guid>\n  <property name=\"ti.ui.defaultunit\" type=\"string\">dp</property>\n  <ios>\n    <plist>\n      <dict>\n        <key>UISupportedInterfaceOrientations~iphone</key>\n        <array>\n          <string>UIInterfaceOrientationPortrait</string>\n        </array>\n        <key>UISupportedInterfaceOrientations~ipad</key>\n        <array>\n          <string>UIInterfaceOrientationPortrait</string>\n          <string>UIInterfaceOrientationPortraitUpsideDown</string>\n          <string>UIInterfaceOrientationLandscapeLeft</string>\n          <string>UIInterfaceOrientationLandscapeRight</string>\n        </array>\n        <key>UIRequiresPersistentWiFi</key>\n        <false/>\n        <key>UIPrerenderedIcon</key>\n        <false/>\n        <key>UIStatusBarHidden</key>\n        <false/>\n        <key>UIStatusBarStyle</key>\n        <string>UIStatusBarStyleDefault</string>\n      </dict>\n    </plist>\n  </ios>\n  <android \n    xmlns:android=\"http://schemas.android.com/apk/res/android\"/>\n    <mobileweb>\n      <precache/>\n      <splash>\n        <enabled>true</enabled>\n        <inline-css-images>true</inline-css-images>\n      </splash>\n      <theme>default</theme>\n    </mobileweb>\n    <modules>\n      <module platform=\"commonjs\">ti.cloud</module>\n    </modules>\n    <deployment-targets>\n      <target device=\"android\">true</target>\n      <target device=\"ipad\">true</target>\n      <target device=\"iphone\">true</target>\n      <target device=\"mobileweb\">false</target>\n      <target device=\"windows\">false</target>\n    </deployment-targets>\n    <sdk-version>4.1.0.GA</sdk-version>\n    <property name=\"appc-app-id\" type=\"string\">55ece14979b4b6db68a08538</property>\n    <property name=\"acs-authbase-url-development\" type=\"string\">***</property>\n    <property name=\"acs-base-url-development\" type=\"string\">***</property>\n    <property name=\"acs-oauth-secret-development\" type=\"string\">***</property>\n    <property name=\"acs-oauth-key-development\" type=\"string\">***</property>\n    <property name=\"acs-api-key-development\" type=\"string\">***</property>\n    <property name=\"acs-username-development\" type=\"string\">***</property>\n    <property name=\"acs-password-development\" type=\"string\">***</property>\n    <property name=\"acs-authbase-url-production\" type=\"string\">***</property>\n    <property name=\"acs-base-url-production\" type=\"string\">***</property>\n    <property name=\"acs-oauth-secret-production\" type=\"string\">***</property>\n    <property name=\"acs-oauth-key-production\" type=\"string\">***</property>\n    <property name=\"acs-api-key-production\" type=\"string\">***</property>\n    <property name=\"acs-username-production\" type=\"string\">***</property>\n    <property name=\"acs-password-production\" type=\"string\">***</property>\n    <property name=\"appc-org-id\" type=\"string\">100048595</property>\n    <property name=\"appc-creator-user-id\" type=\"string\">01eb5aca-9c2f-4719-8b42-f7b5468bc78c</property>\n    <ios>\n      <plist>\n        <dict>\n          <key>NSLocationAlwaysUsageDescription</key>\n          <string>\n                    Current location needed\n                </string>\n        </dict>\n      </plist>\n    </ios>\n  </ti:app>","modules":[{"id":"ti.cloud","platform":["commonjs"],"deployType":["test"],"modulePath":"/Users/school/Library/Application Support/Titanium/modules/commonjs/ti.cloud/3.2.9","version":"3.2.9","manifest":{"version":"3.2.9","description":"Appcelerator Cloud Services","author":"Dawson Toth, Jeff English, Jon Alter, Paul Lv, Michael Goff, and Pedro Enrique","license":"Appcelerator Commercial License","copyright":"Copyright (c) 2011-2014 by Appcelerator,  Inc.","name":"ti.cloud","moduleid":"ti.cloud","guid":"1056b5d2-2bb5-4339-b930-297637aeec4e","platform":"commonjs","minsdk":"2.1.0"},"native":false,"libFile":"/Users/school/Library/Application Support/Titanium/modules/commonjs/ti.cloud/3.2.9/ti.cloud.js"}]},"gzip":true,"followAllRedirects":true,"url":"https://security.appcelerator.com/build-verify"}
[TRACE]  result from /build-verify=> {"key":"q7C7TctHPkgseZd9/6TTwA==","pepper":"FqKBKMLBQRVtEHkfNCt3gQ==","hmacKey":"rv4pio+9rycE1mvGO9LIZw==","o":100048595,"u":"01eb5aca-9c2f-4719-8b42-f7b5468bc78c","p":"free","i":"560f3ad18cb04a090b72c732","success":true}, err=null
[INFO]   JavaScript files need to be encrypted
[WARN]   Overwriting file /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/KS_nav_ui.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/KS_nav_ui.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/KS_nav_ui.png
[WARN]   Overwriting file /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/KS_nav_views.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/KS_nav_views.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/KS_nav_views.png
[DEBUG]  Ignoring /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android
[DEBUG]  Ignoring /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/iphone
[WARN]   Overwriting file /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/wallpaper.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/wallpaper.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/wallpaper.png
[WARN]   Overwriting file /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/appicon.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/appicon.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/appicon.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-long-land-hdpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-long-land-hdpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-long-land-ldpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-long-land-ldpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-long-port-hdpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-long-port-hdpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-long-port-ldpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-long-port-ldpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-notlong-land-hdpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-notlong-land-hdpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-notlong-land-ldpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-notlong-land-ldpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-notlong-land-mdpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-notlong-land-mdpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-notlong-port-hdpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-notlong-port-hdpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-notlong-port-ldpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-notlong-port-ldpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/android/images/res-notlong-port-mdpi/default.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable-notlong-port-mdpi/background.png
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/Resources/appicon.png => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/drawable/appicon.png
[INFO]   Processing JavaScript files
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/app.js => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/assets/app.js
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/geo.js => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/assets/geo.js
[DEBUG]  Symlinking /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/Resources/ui.js => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/assets/ui.js
[DEBUG]  Symlinking /Users/school/Library/Application Support/Titanium/modules/commonjs/ti.cloud/3.2.9/ti.cloud.js => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/assets/ti.cloud.js
[INFO]   Encrypting JavaScript files: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/titanium_prep.macos "com.avf.daroshka01" "/Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/assets" "app.js" "geo.js" "ui.js" "ti.cloud.js" "_app_props_.json"
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/kroll-v8.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-analytics.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/aps-analytics.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-android.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/jaxen-1.1.1.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/ti-commons-codec-1.3.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/kroll-common.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/titanium.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-app.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-ui.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/nineoldandroids-appc-2.4.0.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-filesystem.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-media.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-appcompat.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/android-support-v4.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/android-support-v7-appcompat.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-locale.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-network.jar
[DEBUG]  Adding dependency library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/thirdparty.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-xml.jar
[DEBUG]  Unknown namespace api, skipping
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-geolocation.jar
[DEBUG]  Adding library /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-platform.jar
[DEBUG]  Unknown namespace app.deploytype, skipping
[DEBUG]  Unknown namespace ui.ios, skipping
[INFO]   Writing /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/bin/assets/app.json
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-analytics.res.zip
[DEBUG]  Copying /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-13kytpt/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-android.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-1hnzod2/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-app.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-1vhtrfi/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-filesystem.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-75s4ig/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-media.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-12x7fyu/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-locale.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-ghh0xy/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-network.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-q1aoi8/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-xml.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-bmii7l/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-geolocation.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-eux9xq/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Extracting module resources: /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/modules/titanium-platform.res.zip
[DEBUG]  Merging /var/folders/jf/5774189572jc77pjh8658dc80000gn/T/11592-13985-10c1w1a/res/values/strings.xml => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[DEBUG]  Removing old file: /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/.classpath
[DEBUG]  Removing old file: /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/.gitignore
[DEBUG]  Removing old file: /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/.project
[DEBUG]  Removing old file: /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/AndroidManifest.xml
[DEBUG]  Removing old file: /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/default.properties
[DEBUG]  Removing old file: /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/java-sources.txt
[DEBUG]  Copying template /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/AppInfo.java => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/gen/com/avf/daroshka01/Avf_daroshka_01AppInfo.java
[DEBUG]  Copying template /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/App.java => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/gen/com/avf/daroshka01/Avf_daroshka_01Application.java
[DEBUG]  Copying template /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/Activity.java => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/gen/com/avf/daroshka01/Avf_daroshka_01Activity.java
[DEBUG]  Copying template /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/project => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/.project
[DEBUG]  Copying template /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/default.properties => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/default.properties
[DEBUG]  Copying /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/gitignore => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/.gitignore
[DEBUG]  Copying /Users/school/Library/Application Support/Titanium/mobilesdk/osx/4.1.0.GA/android/templates/build/classpath => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/.classpath
[INFO]   No aidl files to compile, continuing
[INFO]   Generating i18n files
[DEBUG]  Merging en strings => /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/strings.xml
[INFO]   Generating /Users/school/Documents/School/AVF/Projects_AVF/AVF_Daroshka_01/build/android/res/values/theme.xml
